Time,num_affected
0,100
0.25,100
0.5,102
0.75,104
1,117
1.25,127
1.5,144
1.75,166
2,183
2.25,201
2.5,223
2.75,242
3,263
3.25,279
3.5,305
3.75,328
4,352
4.25,368
4.5,388
4.75,402
5,417
5.25,438
5.5,456
5.75,474
6,493
6.25,506
6.5,531
6.75,555
7,580
7.25,609
7.5,644
7.75,678
8,710
8.25,741
8.5,762
8.75,796
9,836
9.25,880
9.5,925
9.75,985
10,1040
10.25,1091
10.5,1142
10.75,1188
11,1256
11.25,1310
11.5,1365
11.75,1439
12,1501
12.25,1561
12.5,1628
12.75,1687
13,1747
13.25,1789
13.5,1853
13.75,1905
14,1968
14.25,2022
14.5,2084
14.75,2157
15,2197
15.25,2267
15.5,2323
15.75,2388
16,2458
16.25,2504
16.5,2566
16.75,2636
17,2689
17.25,2744
17.5,2797
17.75,2852
18,2906
18.25,2965
18.5,3013
18.75,3068
19,3135
19.25,3189
19.5,3243
19.75,3296
20,3348
20.25,3396
20.5,3437
20.75,3478
21,3521
21.25,3569
21.5,3615
21.75,3648
22,3690
22.25,3722
22.5,3761
22.75,3795
23,3835
23.25,3863
23.5,3895
23.75,3927
24,3961
24.25,3984
24.5,4007
24.75,4030
25,4043
25.25,4057
25.5,4070
25.75,4088
26,4102
26.25,4120
26.5,4136
26.75,4147
27,4156
27.25,4165
27.5,4172
27.75,4187
28,4195
28.25,4204
28.5,4213
28.75,4219
29,4222
29.25,4227
29.5,4231
29.75,4236
30,4240
30.25,4241
30.5,4246
30.75,4247
31,4253
31.25,4258
31.5,4260
31.75,4261
32,4265
32.25,4267
32.5,4270
32.75,4272
33,4276
33.25,4278
33.5,4278
33.75,4282
34,4284
34.25,4287
34.5,4288
34.75,4289
35,4292
35.25,4293
35.5,4294
35.75,4294
36,4294
36.25,4295
36.5,4297
36.75,4298
37,4298
37.25,4300
37.5,4301
37.75,4301
38,4302
38.25,4303
38.5,4304
38.75,4304
39,4304
39.25,4307
39.5,4308
39.75,4308
40,4308
40.25,4308
40.5,4309
40.75,4311
41,4311
41.25,4311
41.5,4312
41.75,4312
42,4312
42.25,4312
42.5,4312
42.75,4313
43,4313
43.25,4313
43.5,4313
43.75,4313
44,4314
44.25,4316
44.5,4316
44.75,4318
45,4318
45.25,4318
45.5,4319
45.75,4320
46,4320
46.25,4320
46.5,4320
46.75,4320
47,4320
47.25,4320
47.5,4320
47.75,4320
48,4320
48.25,4320
48.5,4321
48.75,4321
49,4321
49.25,4321
49.5,4321
49.75,4321
50,4321
50.25,4321
50.5,4321
50.75,4321
51,4321
51.25,4321
51.5,4321
51.75,4321
52,4321
52.25,4321
52.5,4321
52.75,4321
53,4321
53.25,4321
53.5,4321
53.75,4321
54,4321
54.25,4321
54.5,4321
54.75,4321
55,4321
55.25,4321
55.5,4321
55.75,4321
56,4321
56.25,4321
56.5,4321
56.75,4321
57,4321
57.25,4321
57.5,4321
57.75,4321
58,4321
58.25,4321
58.5,4321
58.75,4321
59,4321
59.25,4321
59.5,4321
59.75,4321
60,4321
60.25,4321
60.5,4321
60.75,4321
61,4321
61.25,4321
61.5,4321
61.75,4321
62,4321
62.25,4321
62.5,4321
62.75,4321
63,4321
63.25,4321
63.5,4321
63.75,4321
64,4321
64.25,4321
64.5,4321
64.75,4321
65,4321
65.25,4321
65.5,4321
65.75,4321
66,4321
66.25,4321
66.5,4321
66.75,4321
67,4321
67.25,4321
67.5,4321
67.75,4321
68,4321
68.25,4321
68.5,4321
68.75,4321
69,4321
69.25,4321
69.5,4321
69.75,4321
70,4321
70.25,4321
70.5,4321
70.75,4321
71,4321
71.25,4321
71.5,4321
71.75,4321
72,4321
72.25,4321
72.5,4321
72.75,4321
73,4321
73.25,4321
73.5,4321
73.75,4321
74,4321
74.25,4321
74.5,4321
74.75,4321
75,4321
75.25,4321
75.5,4321
75.75,4321
76,4321
76.25,4321
76.5,4321
76.75,4321
77,4321
77.25,4321
77.5,4321
77.75,4321
78,4321
78.25,4321
78.5,4321
78.75,4321
79,4321
79.25,4321
79.5,4321
79.75,4321
80,4321
80.25,4321
80.5,4321
80.75,4321
81,4321
81.25,4321
81.5,4321
81.75,4321
82,4321
82.25,4321
82.5,4321
82.75,4321
83,4321
83.25,4321
83.5,4321
83.75,4321
84,4321
84.25,4321
84.5,4321
84.75,4321
85,4321
85.25,4321
85.5,4321
85.75,4321
86,4321
86.25,4321
86.5,4321
86.75,4321
87,4321
87.25,4321
87.5,4321
87.75,4321
88,4321
88.25,4321
88.5,4321
88.75,4321
89,4321
89.25,4321
89.5,4321
89.75,4321
90,4321
90.25,4321
90.5,4321
90.75,4321
91,4321
91.25,4321
91.5,4321
91.75,4321
92,4321
92.25,4321
92.5,4321
92.75,4321
93,4321
93.25,4321
93.5,4321
93.75,4321
94,4321
94.25,4321
94.5,4321
94.75,4321
95,4321
95.25,4321
95.5,4321
95.75,4321
96,4321
96.25,4321
96.5,4321
96.75,4321
97,4321
97.25,4321
97.5,4321
97.75,4321
98,4321
98.25,4321
98.5,4321
98.75,4321
99,4321
99.25,4321
99.5,4321
99.75,4321
100,4321
100.25,4321
100.5,4321
100.75,4321
101,4321
101.25,4321
101.5,4321
101.75,4321
102,4321
102.25,4321
102.5,4321
102.75,4321
103,4321
103.25,4321
103.5,4321
103.75,4321
104,4321
104.25,4321
104.5,4321
104.75,4321
105,4321
105.25,4321
105.5,4321
105.75,4321
106,4321
106.25,4321
106.5,4321
106.75,4321
107,4321
107.25,4321
107.5,4321
107.75,4321
108,4321
108.25,4321
108.5,4321
108.75,4321
109,4321
109.25,4321
109.5,4321
109.75,4321
110,4321
110.25,4321
110.5,4321
110.75,4321
111,4321
111.25,4321
111.5,4321
111.75,4321
112,4321
112.25,4321
112.5,4321
112.75,4321
113,4321
113.25,4321
113.5,4321
113.75,4321
114,4321
114.25,4321
114.5,4321
114.75,4321
115,4321
115.25,4321
115.5,4321
115.75,4321
116,4321
116.25,4321
116.5,4321
116.75,4321
117,4321
117.25,4321
117.5,4321
117.75,4321
118,4321
118.25,4321
118.5,4321
118.75,4321
119,4321
119.25,4321
119.5,4321
119.75,4321
