Time,num_recovered
0,0
0.25,0
0.5,4
0.75,8
1,10
1.25,13
1.5,19
1.75,21
2,23
2.25,25
2.5,28
2.75,28
3,31
3.25,34
3.5,38
3.75,43
4,45
4.25,49
4.5,51
4.75,58
5,60
5.25,64
5.5,72
5.75,78
6,82
6.25,88
6.5,94
6.75,98
7,108
7.25,117
7.5,126
7.75,128
8,136
8.25,148
8.5,153
8.75,162
9,173
9.25,180
9.5,196
9.75,205
10,217
10.25,229
10.5,237
10.75,250
11,262
11.25,274
11.5,296
11.75,313
12,336
12.25,349
12.5,370
12.75,389
13,408
13.25,433
13.5,470
13.75,492
14,513
14.25,538
14.5,556
14.75,577
15,604
15.25,628
15.5,661
15.75,698
16,721
16.25,750
16.5,777
16.75,809
17,835
17.25,863
17.5,901
17.75,932
18,960
18.25,992
18.5,1011
18.75,1051
19,1078
19.25,1122
19.5,1151
19.75,1203
20,1242
20.25,1281
20.5,1322
20.75,1374
21,1420
21.25,1469
21.5,1516
21.75,1571
22,1626
22.25,1670
22.5,1711
22.75,1742
23,1795
23.25,1856
23.5,1896
23.75,1961
24,1997
24.25,2046
24.5,2103
24.75,2149
25,2193
25.25,2240
25.5,2274
25.75,2330
26,2376
26.25,2415
26.5,2452
26.75,2493
27,2531
27.25,2565
27.5,2604
27.75,2645
28,2677
28.25,2714
28.5,2755
28.75,2797
29,2844
29.25,2889
29.5,2926
29.75,2963
30,2993
30.25,3038
30.5,3084
30.75,3117
31,3151
31.25,3185
31.5,3222
31.75,3255
32,3290
32.25,3315
32.5,3341
32.75,3369
33,3393
33.25,3424
33.5,3448
33.75,3478
34,3505
34.25,3525
34.5,3554
34.75,3572
35,3598
35.25,3618
35.5,3646
35.75,3668
36,3686
36.25,3708
36.5,3729
36.75,3745
37,3761
37.25,3774
37.5,3787
37.75,3802
38,3817
38.25,3831
38.5,3850
38.75,3860
39,3877
39.25,3898
39.5,3907
39.75,3916
40,3926
40.25,3940
40.5,3951
40.75,3965
41,3974
41.25,3991
41.5,4001
41.75,4009
42,4021
42.25,4033
42.5,4042
42.75,4050
43,4059
43.25,4068
43.5,4074
43.75,4085
44,4092
44.25,4103
44.5,4110
44.75,4116
45,4120
45.25,4124
45.5,4130
45.75,4135
46,4141
46.25,4146
46.5,4150
46.75,4158
47,4162
47.25,4165
47.5,4169
47.75,4174
48,4179
48.25,4181
48.5,4182
48.75,4186
49,4188
49.25,4190
49.5,4192
49.75,4194
50,4194
50.25,4199
50.5,4200
50.75,4202
51,4205
51.25,4207
51.5,4208
51.75,4209
52,4214
52.25,4218
52.5,4220
52.75,4220
53,4221
53.25,4222
53.5,4223
53.75,4225
54,4225
54.25,4228
54.5,4230
54.75,4230
55,4231
55.25,4231
55.5,4233
55.75,4234
56,4235
56.25,4236
56.5,4237
56.75,4238
57,4238
57.25,4238
57.5,4239
57.75,4240
58,4240
58.25,4241
58.5,4243
58.75,4243
59,4244
59.25,4244
59.5,4244
59.75,4244
60,4244
60.25,4244
60.5,4245
60.75,4245
61,4245
61.25,4245
61.5,4245
61.75,4245
62,4245
62.25,4245
62.5,4245
62.75,4245
63,4246
63.25,4246
63.5,4246
63.75,4247
64,4247
64.25,4247
64.5,4247
64.75,4247
65,4247
65.25,4249
65.5,4249
65.75,4251
66,4251
66.25,4251
66.5,4251
66.75,4251
67,4251
67.25,4252
67.5,4252
67.75,4253
68,4253
68.25,4253
68.5,4253
68.75,4253
69,4253
69.25,4253
69.5,4253
69.75,4253
70,4253
70.25,4253
70.5,4253
70.75,4253
71,4253
71.25,4253
71.5,4253
71.75,4253
72,4253
72.25,4253
72.5,4253
72.75,4253
73,4253
73.25,4253
73.5,4253
73.75,4253
74,4253
74.25,4254
74.5,4254
74.75,4254
75,4254
75.25,4254
75.5,4254
75.75,4254
76,4254
76.25,4254
76.5,4254
76.75,4254
77,4254
77.25,4254
77.5,4254
77.75,4254
78,4254
78.25,4254
78.5,4254
78.75,4254
79,4254
79.25,4254
79.5,4254
79.75,4254
80,4254
80.25,4254
80.5,4254
80.75,4254
81,4254
81.25,4254
81.5,4254
81.75,4254
82,4254
82.25,4254
82.5,4254
82.75,4254
83,4254
