Time,num_cases
0,0
0.25,0
0.5,7
0.75,3
1,5
1.25,2
1.5,3
1.75,5
2,6
2.25,5
2.5,2
2.75,4
3,6
3.25,3
3.5,3
3.75,6
4,4
4.25,7
4.5,4
4.75,4
5,4
5.25,3
5.5,1
5.75,1
6,2
6.25,5
6.5,9
6.75,3
7,2
7.25,6
7.5,7
7.75,3
8,4
8.25,4
8.5,5
8.75,6
9,4
9.25,5
9.5,4
9.75,7
10,4
10.25,11
10.5,5
10.75,9
11,2
11.25,6
11.5,2
11.75,3
12,9
12.25,9
12.5,6
12.75,5
13,6
13.25,6
13.5,8
13.75,5
14,7
14.25,10
14.5,8
14.75,9
15,5
15.25,13
15.5,7
15.75,6
16,8
16.25,10
16.5,8
16.75,12
17,13
17.25,8
17.5,11
17.75,9
18,14
18.25,9
18.5,9
18.75,11
19,14
19.25,12
19.5,14
19.75,8
20,14
20.25,14
20.5,15
20.75,13
21,16
21.25,11
21.5,17
21.75,12
22,17
22.25,14
22.5,17
22.75,16
23,19
23.25,17
23.5,12
23.75,15
24,14
24.25,15
24.5,10
24.75,11
25,16
25.25,13
25.5,18
25.75,17
26,13
26.25,16
26.5,14
26.75,22
27,14
27.25,13
27.5,16
27.75,11
28,9
28.25,16
28.5,17
28.75,13
29,15
29.25,12
29.5,17
29.75,23
30,20
30.25,21
30.5,8
30.75,19
31,17
31.25,10
31.5,10
31.75,15
32,15
32.25,16
32.5,14
32.75,9
33,14
33.25,19
33.5,13
33.75,12
34,16
34.25,15
34.5,15
34.75,13
35,14
35.25,11
35.5,14
35.75,11
36,8
36.25,11
36.5,13
36.75,11
37,12
37.25,12
37.5,13
37.75,6
38,11
38.25,16
38.5,8
38.75,12
39,9
39.25,13
39.5,8
39.75,10
40,10
40.25,5
40.5,13
40.75,11
41,10
41.25,10
41.5,9
41.75,14
42,9
42.25,16
42.5,9
42.75,6
43,6
43.25,5
43.5,11
43.75,9
44,6
44.25,5
44.5,9
44.75,8
45,7
45.25,6
45.5,6
45.75,9
46,1
46.25,10
46.5,12
46.75,4
47,4
47.25,5
47.5,6
47.75,3
48,8
48.25,10
48.5,0
48.75,5
49,6
49.25,6
49.5,1
49.75,2
50,5
50.25,7
50.5,2
50.75,5
51,8
51.25,1
51.5,2
51.75,2
52,8
52.25,3
52.5,8
52.75,4
53,6
53.25,9
53.5,2
53.75,5
54,4
54.25,3
54.5,4
54.75,3
55,1
55.25,3
55.5,3
55.75,1
56,4
56.25,1
56.5,3
56.75,1
57,3
57.25,5
57.5,3
57.75,1
58,2
58.25,2
58.5,3
58.75,8
59,3
59.25,1
59.5,1
59.75,3
60,3
60.25,0
60.5,3
60.75,2
61,0
61.25,3
61.5,2
61.75,3
62,4
62.25,3
62.5,0
62.75,1
63,2
63.25,1
63.5,3
63.75,2
64,1
64.25,2
64.5,1
64.75,0
65,3
65.25,2
65.5,2
65.75,2
66,0
66.25,5
66.5,0
66.75,1
67,2
67.25,4
67.5,3
67.75,0
68,1
68.25,4
68.5,1
68.75,1
69,2
69.25,1
69.5,2
69.75,2
70,1
70.25,2
70.5,2
70.75,5
71,1
71.25,3
71.5,2
71.75,4
72,3
72.25,0
72.5,2
72.75,0
73,1
73.25,2
73.5,1
73.75,1
74,1
74.25,2
74.5,0
74.75,1
75,1
75.25,2
75.5,0
75.75,2
76,0
76.25,1
76.5,1
76.75,0
77,1
77.25,1
77.5,0
77.75,0
78,2
78.25,2
78.5,1
78.75,2
79,0
79.25,1
79.5,1
79.75,0
80,2
80.25,1
80.5,0
80.75,0
81,0
81.25,1
81.5,0
81.75,0
82,0
82.25,0
82.5,1
82.75,0
83,0
83.25,0
83.5,0
83.75,0
84,0
84.25,0
84.5,1
84.75,0
85,2
85.25,1
85.5,0
85.75,0
86,0
86.25,0
86.5,0
86.75,1
87,1
87.25,0
87.5,0
87.75,0
88,0
88.25,0
88.5,1
88.75,1
89,0
89.25,0
89.5,0
89.75,0
90,0
90.25,0
90.5,0
90.75,0
91,0
91.25,0
91.5,0
91.75,0
92,0
92.25,0
92.5,0
92.75,1
93,1
93.25,0
93.5,1
93.75,0
94,0
94.25,0
94.5,0
94.75,0
95,0
95.25,1
95.5,0
95.75,2
96,0
96.25,1
96.5,0
96.75,1
97,0
97.25,0
97.5,0
97.75,2
98,0
98.25,0
98.5,1
98.75,1
99,0
99.25,0
99.5,0
99.75,1
100,0
100.25,0
100.5,0
100.75,0
101,0
101.25,0
101.5,1
101.75,1
102,1
102.25,1
102.5,0
102.75,1
103,1
103.25,0
103.5,0
103.75,0
104,0
104.25,0
104.5,2
104.75,0
105,0
105.25,0
105.5,0
105.75,0
106,0
106.25,0
106.5,0
106.75,0
107,1
107.25,0
107.5,0
107.75,0
108,0
108.25,0
108.5,0
108.75,0
109,1
109.25,0
109.5,0
109.75,0
110,0
110.25,0
110.5,0
110.75,0
111,0
111.25,1
111.5,0
111.75,0
112,0
112.25,0
112.5,0
112.75,0
113,0
113.25,0
113.5,0
113.75,0
114,0
114.25,0
114.5,0
114.75,0
115,0
115.25,0
115.5,0
115.75,0
116,0
116.25,0
116.5,0
116.75,0
117,0
117.25,0
117.5,0
117.75,0
118,0
118.25,0
118.5,0
118.75,0
119,0
119.25,0
119.5,1
119.75,0
