Time,num_fatalities
0,0
0.25,0
0.5,0
0.75,0
1,0
1.25,0
1.5,0
1.75,0
2,0
2.25,0
2.5,0
2.75,0
3,0
3.25,0
3.5,0
3.75,0
4,0
4.25,0
4.5,0
4.75,0
5,0
5.25,0
5.5,0
5.75,0
6,0
6.25,0
6.5,0
6.75,0
7,0
7.25,0
7.5,0
7.75,0
8,0
8.25,0
8.5,0
8.75,0
9,0
9.25,0
9.5,0
9.75,0
10,0
10.25,0
10.5,0
10.75,0
11,0
11.25,0
11.5,0
11.75,0
12,0
12.25,0
12.5,0
12.75,0
13,0
13.25,0
13.5,0
13.75,0
14,0
14.25,0
14.5,0
14.75,0
15,0
15.25,0
15.5,0
15.75,0
16,0
16.25,0
16.5,0
16.75,0
17,0
17.25,0
17.5,0
17.75,0
18,0
18.25,0
18.5,0
18.75,0
19,0
19.25,0
19.5,0
19.75,0
20,0
20.25,0
20.5,0
20.75,0
21,0
21.25,0
21.5,0
21.75,0
22,0
22.25,0
22.5,0
22.75,0
23,0
23.25,0
23.5,0
23.75,0
24,0
24.25,0
24.5,0
24.75,0
25,0
25.25,0
25.5,0
25.75,0
26,0
26.25,0
26.5,0
26.75,0
27,0
27.25,0
27.5,0
27.75,0
28,0
28.25,1
28.5,1
28.75,1
29,2
29.25,2
29.5,2
29.75,2
30,3
30.25,3
30.5,4
30.75,4
31,4
31.25,4
31.5,4
31.75,4
32,5
32.25,5
32.5,5
32.75,5
33,5
33.25,5
33.5,5
33.75,5
34,5
34.25,5
34.5,5
34.75,5
35,5
35.25,5
35.5,5
35.75,5
36,5
36.25,5
36.5,5
36.75,5
37,5
37.25,5
37.5,5
37.75,5
38,5
38.25,5
38.5,5
38.75,5
39,5
39.25,5
39.5,5
39.75,5
40,5
40.25,5
40.5,5
40.75,5
41,5
41.25,5
41.5,5
41.75,5
42,5
42.25,5
42.5,5
42.75,5
43,5
43.25,5
43.5,5
43.75,5
44,5
44.25,5
44.5,5
44.75,5
45,5
45.25,5
45.5,5
45.75,5
46,5
46.25,5
46.5,5
46.75,5
47,5
47.25,5
47.5,5
47.75,5
48,5
48.25,5
48.5,5
48.75,5
49,5
49.25,5
49.5,5
49.75,5
50,5
50.25,5
50.5,5
50.75,5
51,5
51.25,5
51.5,5
51.75,5
52,5
52.25,5
52.5,5
52.75,5
53,5
53.25,5
53.5,5
53.75,5
54,5
54.25,5
54.5,5
54.75,5
55,5
55.25,5
55.5,5
55.75,5
56,5
56.25,5
56.5,5
56.75,5
57,5
57.25,5
57.5,5
57.75,5
58,5
58.25,5
58.5,5
58.75,5
59,5
59.25,5
59.5,5
59.75,5
60,5
60.25,5
60.5,5
60.75,5
61,5
61.25,5
61.5,5
61.75,5
62,5
62.25,5
62.5,5
62.75,5
63,5
63.25,5
63.5,5
63.75,5
64,5
64.25,5
64.5,5
64.75,5
65,5
65.25,5
65.5,5
65.75,5
66,5
66.25,5
66.5,5
66.75,5
67,5
67.25,5
67.5,5
67.75,5
68,5
68.25,5
68.5,5
68.75,5
69,5
69.25,5
69.5,5
69.75,5
70,5
70.25,5
70.5,5
70.75,5
71,5
71.25,5
71.5,5
71.75,5
72,5
72.25,5
72.5,5
72.75,5
73,5
73.25,5
73.5,5
73.75,5
74,5
74.25,5
74.5,5
74.75,5
75,5
75.25,5
75.5,5
75.75,5
76,5
76.25,5
76.5,5
76.75,5
77,5
77.25,5
77.5,5
77.75,5
78,5
78.25,5
78.5,5
78.75,5
79,5
79.25,5
79.5,5
79.75,5
80,5
80.25,5
80.5,5
80.75,5
81,5
81.25,5
81.5,5
81.75,5
82,5
82.25,5
82.5,5
82.75,5
83,5
83.25,5
83.5,5
83.75,5
84,5
84.25,5
84.5,5
84.75,5
85,5
85.25,5
85.5,5
85.75,5
86,5
86.25,5
86.5,5
86.75,5
87,5
87.25,5
87.5,5
87.75,5
88,5
88.25,5
88.5,5
88.75,5
89,5
89.25,5
89.5,5
89.75,5
90,5
90.25,5
90.5,5
90.75,5
91,5
91.25,5
91.5,5
91.75,5
92,5
92.25,5
92.5,5
92.75,5
93,5
93.25,5
93.5,5
93.75,5
94,5
94.25,5
94.5,5
94.75,5
95,5
95.25,5
95.5,5
95.75,5
96,5
96.25,5
96.5,5
96.75,5
97,5
97.25,5
97.5,5
97.75,5
98,5
98.25,5
98.5,5
98.75,5
99,5
99.25,5
99.5,5
99.75,5
100,5
100.25,5
100.5,5
100.75,5
101,5
101.25,5
101.5,5
101.75,5
102,5
102.25,5
102.5,5
102.75,5
103,5
103.25,5
103.5,5
103.75,5
104,5
104.25,5
104.5,5
104.75,5
105,5
105.25,5
105.5,5
105.75,5
106,5
106.25,5
106.5,5
106.75,5
107,5
107.25,5
107.5,5
107.75,5
108,5
108.25,5
108.5,5
108.75,5
109,5
109.25,5
109.5,5
109.75,5
110,5
110.25,5
110.5,5
110.75,5
111,5
111.25,5
111.5,5
111.75,5
112,5
112.25,5
112.5,5
112.75,5
113,5
113.25,5
113.5,5
113.75,5
114,5
114.25,5
114.5,5
114.75,5
115,5
115.25,5
115.5,5
115.75,5
116,5
116.25,5
116.5,5
116.75,5
117,5
117.25,5
117.5,5
117.75,5
118,5
118.25,5
118.5,5
118.75,5
119,5
119.25,5
119.5,5
119.75,5
